fdc_id,description,Energy,gram_weight,Biotin,"Boron, B","Calcium, Ca","Carbohydrate, Total",Cholesterol,"Choline, total","Cobalt, Co","Copper, Cu","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Fatty acids, total saturated","Fatty acids, total trans","Fiber, insoluble","Fiber, soluble","Fiber, total dietary","Folate, total","Iodine, I","Iron, Fe","Magnesium, Mg","Manganese, Mn","Molybdenum, Mo",Niacin,"Nickel, Ni",Pantothenic acid,"Phosphorus, P","Potassium, K",Protein,Riboflavin,"Selenium, Se","Sodium, Na",Starch,"Sugars, Total","Sulfur, S",Thiamin,Total lipid (fat),"Vitamin A, RAE",Vitamin B-12,Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin D (D2 + D3),Vitamin E,Vitamin K (Dihydrophylloquinone),Vitamin K (Menaquinone-4),Vitamin K (phylloquinone),"Zinc, Zn"
2514746,"Chicken, ground, with additives, raw",133.0498,100.0,0.0,0.0,5.819,0.0,81.69,0.0,0.0,0.03619,2.173,1.38,1.559,0.021,0.0,0.0,0.0,0.0,0.0,0.5926,20.51,0.005025,0.0,0.0,0.0,0.0,165.5,301.7,17.9125,0.0,0.0,62.95,0.0,0.0,0.0,0.0,7.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.177
2514747,"Turkey, ground, 93% lean/ 7% fat, raw",152.615,100.0,0.0,0.0,23.63,0.0,82.26,0.0,0.0,0.07624,2.874,2.59,2.264,0.081,0.0,0.0,0.0,0.0,0.0,1.087,17.3,0.01581,0.0,0.0,0.0,0.0,162.0,246.3,17.34375,0.0,0.0,80.18,0.0,0.0,0.0,0.0,9.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95
2515373,"Nuts, brazilnuts, raw",663.586,100.0,0.0,0.0,167.8,21.64216,0.0,0.0,0.0,1.739,0.0,0.0,0.0,0.0,0.0,0.0,5.984,0.0,0.0,2.474,351.3,1.26,0.0,0.0,0.0,0.0,706.9,592.5,15.03684,0.0,280.4,0.0,0.0,0.0,0.0,0.0,57.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.824
2515374,"Nuts, cashew nuts, raw",564.664,100.0,0.0,0.0,41.95,36.2887,0.0,0.0,0.0,2.218,0.0,0.0,0.0,0.0,0.0,0.0,4.104,0.0,0.0,5.988,250.6,1.949,0.0,0.0,0.0,0.0,532.2,638.3,17.4423,0.0,20.67,4.759,0.0,0.0,0.0,0.0,38.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.071
2515375,"Nuts, hazelnuts or filberts, raw",641.39,100.0,0.0,0.0,134.7,26.5012,0.0,0.0,0.0,1.413,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,3.465,155.8,6.059,0.0,0.0,0.0,0.0,321.1,635.9,13.4938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.334
2515376,"Peanuts, raw",588.332,100.0,0.0,0.0,49.13,26.498,0.0,0.0,0.0,0.4595,0.0,0.0,0.0,0.0,0.0,0.0,8.014,0.0,0.0,1.554,179.7,1.68,0.0,0.0,0.0,0.0,380.4,635.6,23.205,0.0,17.81,1.493,0.0,0.0,0.0,0.0,43.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78
2515377,"Flour, chestnut",384.672,100.0,0.0,0.0,55.81,80.45025,0.0,0.0,0.0,0.581,1.256,1.515,0.689,0.0,0.0,0.0,8.711,0.0,0.0,1.621,68.75,2.901,0.0,0.0,0.0,0.0,134.2,1032.0,5.28675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.636,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,1.038
2515378,"Nuts, macadamia nuts, raw",711.89,100.0,0.0,0.0,52.71,24.0943,0.0,0.0,0.0,0.4455,0.0,0.0,0.0,0.0,0.0,0.0,7.563,0.0,0.0,1.881,106.8,11.3,0.0,0.0,0.0,0.0,208.4,372.6,7.7857,0.0,32.62,0.0,0.0,0.0,0.0,0.0,64.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
2515379,"Nuts, pistachio nuts, raw",597.98,100.0,0.0,0.0,117.4,27.6943,0.0,0.0,0.0,1.054,0.0,0.0,0.0,0.0,0.0,0.0,6.969,0.0,0.0,3.456,109.7,1.05,0.0,0.0,0.0,0.0,499.6,947.0,20.5057,0.0,23.12,0.0,0.0,0.0,0.0,0.0,45.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.176
2515380,"Seeds, pumpkin seeds (pepitas), raw",554.602,100.0,0.0,0.0,37.38,18.6751,0.0,0.0,0.0,1.225,0.0,0.0,0.0,0.0,0.0,0.0,5.079,0.0,0.0,8.363,499.7,4.121,0.0,0.0,0.0,0.0,1150.0,691.2,29.9079,0.0,20.52,0.0,0.0,0.0,0.0,0.0,40.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.341
2515381,"Seeds, sunflower seed, kernel, raw",609.456,100.0,0.0,0.0,115.6,24.5007,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,7.215,0.0,0.0,4.37,301.9,2.63,0.0,0.0,0.0,0.0,732.0,656.8,18.8733,0.0,17.78,0.0,0.0,0.0,0.0,0.0,48.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.578
2515382,"Flour, coconut",437.684,100.0,0.0,0.0,35.98,58.9025,0.0,0.0,0.0,2.081,0.806,0.111,13.999,0.0,0.0,0.0,34.24,0.0,0.0,8.018,247.7,5.293,0.0,0.0,0.0,0.0,507.2,2088.0,16.1385,0.0,26.76,46.94,0.0,0.0,0.0,0.0,15.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.698
2644281,"Beans, cannellini, dry",345.223,100.0,0.0,0.0,142.9,59.7955,0.0,0.0,0.0,0.7419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.673,153.6,1.784,0.0,0.0,0.0,0.0,412.3,1424.0,21.5625,0.0,0.0,0.0,29.87,0.0,0.0,0.0,2.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72
2644282,"Chickpeas, (garbanzo beans, bengal gram), dry",382.998,100.0,0.0,0.0,111.1,60.358,0.0,0.0,0.0,0.8041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.094,134.8,3.581,0.0,0.0,0.0,0.0,353.1,1074.0,21.275,0.0,0.0,8.779,34.14,0.0,0.0,0.0,6.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.124
2644283,"Lentils, dry",360.285,100.0,0.0,0.0,61.85,62.17125,0.0,0.0,0.0,0.8376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.158,106.7,1.569,0.0,0.0,0.0,0.0,373.6,948.9,23.56875,0.0,0.0,0.0,37.13,0.0,0.0,0.0,1.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.863
2644284,"Blackeye pea, dry",354.015,100.0,0.0,0.0,71.4,61.836,0.0,0.0,0.0,0.9359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,183.9,1.288,0.0,0.0,0.0,0.0,427.6,1243.0,21.225,0.0,0.0,3.458,37.38,0.0,0.0,0.0,2.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.654
2644285,"Beans, black, canned, sodium added, drained and rinsed",118.361,100.0,0.0,0.0,43.31,19.8135,0.0,0.0,0.0,0.3359,0.0,0.0,0.0,0.0,0.0,0.0,6.688,0.0,0.0,1.688,32.54,0.3324,0.0,0.0,0.0,0.0,90.95,253.1,6.9125,0.0,0.0,217.9,11.83,0.0,0.0,0.0,1.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7399
2644286,"Beans, navy, canned, sodium added, drained and rinsed",118.79,100.0,0.0,0.0,63.91,19.98325,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,6.85,0.0,0.0,1.599,29.56,0.3771,0.0,0.0,0.0,0.0,86.71,183.7,6.56875,0.0,0.0,190.1,12.07,0.0,0.0,0.0,1.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6313
2644287,"Beans, cannellini, canned, sodium added, drained and rinsed",115.445,100.0,0.0,0.0,69.19,18.8185,0.0,0.0,0.0,0.2193,0.0,0.0,0.0,0.0,0.0,0.0,6.763,0.0,0.0,1.405,29.29,0.3686,0.0,0.0,0.0,0.0,94.74,202.6,7.4125,0.0,0.0,164.0,11.33,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5155
2644288,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",137.22,100.0,0.0,0.0,40.48,20.32025,0.0,0.0,0.0,0.2674,0.0,0.0,0.0,0.0,0.0,0.0,5.925,0.0,0.0,1.042,28.41,0.7448,0.0,0.0,0.0,0.0,86.48,136.8,7.01875,0.0,0.0,201.7,12.81,0.0,0.0,0.0,3.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7243
2644289,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",126.624,100.0,0.0,0.0,56.94,21.03,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,7.013,0.0,0.0,1.439,29.31,0.3285,0.0,0.0,0.0,0.0,104.1,226.9,7.8,0.0,0.0,172.3,12.16,0.0,0.0,0.0,1.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
2644290,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",126.703,100.0,0.0,0.0,60.25,21.44675,0.0,0.0,0.0,0.2713,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,1.305,25.49,0.3453,0.0,0.0,0.0,0.0,93.56,209.4,7.30625,0.0,0.0,158.5,13.11,0.0,0.0,0.0,1.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526
2644291,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",80.145,100.0,0.0,0.0,28.21,12.707625,0.0,0.0,0.0,0.1233,0.0,0.0,0.0,0.0,0.0,0.0,5.95,0.0,0.0,1.139,21.91,0.2849,0.0,0.0,0.0,0.0,77.74,109.2,4.734375,0.0,0.0,207.4,4.485,0.0,0.0,0.0,1.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.712
2644292,"Beans, pinto, canned, sodium added, drained and rinsed",116.57,100.0,0.0,0.0,55.23,19.60025,0.0,0.0,0.0,0.2546,0.0,0.0,0.0,0.0,0.0,0.0,7.088,0.0,0.0,1.284,27.49,0.3168,0.0,0.0,0.0,0.0,83.11,209.6,6.69375,0.0,0.0,201.6,11.64,0.0,0.0,0.0,1.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6248
2644293,"Blackeye pea, canned, sodium added, drained and rinsed",116.0276,100.0,0.0,0.0,27.78,19.1659,0.0,0.0,0.0,0.2846,0.0,0.0,0.0,0.0,0.0,0.0,4.338,0.0,0.0,1.084,27.26,0.2224,0.0,0.0,0.0,0.0,83.03,138.1,6.925,0.0,0.0,226.7,13.55,0.0,0.0,0.0,1.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655
2644294,"Beans, great northern, canned, sodium added, drained and rinsed",116.834,100.0,0.0,0.0,67.16,19.32875,0.0,0.0,0.0,0.2558,0.0,0.0,0.0,0.0,0.0,0.0,6.913,0.0,0.0,1.382,29.3,0.4628,0.0,0.0,0.0,0.0,88.61,213.1,7.03125,0.0,0.0,223.1,11.68,0.0,0.0,0.0,1.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6349
2646168,"Pork, loin, boneless, raw",167.769,100.0,0.0,0.0,4.111,-0.48175,55.93,0.0,0.0,0.0382,3.946,1.379,3.285,0.02875,0.0,0.0,0.0,0.0,0.0,0.4519,21.96,0.0,0.0,0.0,0.0,0.0,196.8,361.2,21.11875,0.0,0.0,40.2,0.0,0.0,0.0,0.0,9.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
2646169,"Pork, loin, tenderloin, boneless, raw",119.039,100.0,0.0,0.0,4.528,-0.59425,59.58,0.0,0.0,0.07724,0.8625,0.4175,0.8663,0.01,0.0,0.0,0.0,0.0,0.0,0.9293,24.66,0.002588,0.0,0.0,0.0,0.0,217.4,397.4,21.58125,0.0,0.0,41.39,0.0,0.0,0.0,0.0,3.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.773
2646170,"Chicken, breast, boneless, skinless, raw",106.034,100.0,0.0,0.0,3.939,-0.368,72.73,0.0,0.0,0.003638,0.3688,0.2963,0.3488,0.00875,0.0,0.0,0.0,0.0,0.0,0.3543,26.2,0.0,0.0,0.0,0.0,0.0,214.9,330.1,22.525,0.0,0.0,65.75,0.0,0.0,0.0,0.0,1.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545
2646171,"Chicken, thigh, boneless, skinless, raw",144.07,100.0,0.0,0.0,5.65,-0.406,91.66,0.0,0.0,0.04235,2.239,1.42,1.658,0.02375,0.0,0.0,0.0,0.0,0.0,0.6018,21.8,0.0,0.0,0.0,0.0,0.0,178.3,271.8,18.6125,0.0,0.0,62.33,0.0,0.0,0.0,0.0,7.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.348
2646172,"Beef, ribeye, steak, boneless, choice, raw",254.11,100.0,0.0,0.0,4.173,-0.30625,62.66,0.0,0.0,0.04263,7.731,0.6286,7.966,0.9743,0.0,0.0,0.0,0.0,0.0,1.641,16.68,0.0,0.0,0.0,0.0,0.0,149.7,288.0,18.74375,0.0,0.0,42.54,0.0,0.0,0.0,0.0,20.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.063
2646173,"Beef, round, top round, boneless, choice, raw",140.635,100.0,0.0,0.0,4.07,0.852,59.26,0.0,0.0,0.05515,1.7,0.2383,1.695,0.2283,0.0,0.0,0.0,0.0,0.0,1.901,22.08,0.002875,0.0,0.0,0.0,0.0,192.3,351.5,21.475,0.0,0.0,45.54,0.0,0.0,0.0,0.0,5.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.778
2646174,"Beef, chuck, roast, boneless, choice, raw",231.7048,100.0,0.0,0.0,4.576,-0.5238,66.75,0.0,0.0,0.05405,7.021,0.5557,6.341,0.6686,0.0,0.0,0.0,0.0,0.0,2.059,16.99,0.0,0.0,0.0,0.0,0.0,151.0,281.1,18.4,0.0,0.0,48.44,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.386
2646175,"Beef, flank, steak, boneless, choice, raw",163.8998,100.0,0.0,0.0,3.836,-0.30405,57.7,0.0,0.0,0.04471,3.589,0.3143,3.551,0.3886,0.0,0.0,0.0,0.0,0.0,1.834,18.86,0.001688,0.0,0.0,0.0,0.0,167.3,331.8,20.13125,0.0,0.0,51.3,0.0,0.0,0.0,0.0,9.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563
2647437,"Yogurt, plain, nonfat",50.0015,100.0,0.0,0.0,167.4,8.07675,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.72,0.0,15.21,0.0,0.0,0.0,0.0,0.0,127.0,210.5,4.22675,0.0,0.0,51.48,0.0,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0,0.5989
2647438,"Cheese, monterey jack, solid",391.73,100.0,0.0,0.0,714.6,1.8979,99.76,0.0,0.0,0.0,6.679,0.0,19.16,0.0,0.0,0.0,0.0,0.0,35.9,0.0,29.6,0.01113,0.0,0.0,0.0,0.0,470.9,82.94,22.6171,0.0,0.0,662.2,0.0,0.0,0.0,0.0,32.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.785
2647439,"Cheese, pasteurized process cheese food or product, American, singles",309.768,100.0,0.0,0.0,1498.0,8.1898,73.24,0.0,0.0,0.0,4.886,0.0,13.7,0.0,0.0,0.0,0.0,0.0,52.53,1.303,34.6,0.06518,0.0,0.0,0.0,0.0,880.0,211.8,15.5672,0.0,0.0,1420.0,0.0,0.0,0.0,0.0,23.86,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,2.379
2647440,"Cheese, provolone, sliced",356.794,100.0,0.0,0.0,748.8,2.45312,85.43,0.0,0.0,0.0,5.738,0.0,16.24,0.0,0.0,0.0,0.0,0.0,64.27,0.0,29.5,0.02996,0.0,0.0,0.0,0.0,494.1,94.84,23.45288,0.0,0.0,600.9,0.0,0.0,0.0,0.0,28.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89
2647441,"Cheese, oaxaca, solid",297.088,100.0,0.0,0.0,532.3,2.40202,65.53,0.0,0.0,0.0,4.736,0.0,12.71,0.0,0.0,0.0,0.0,0.0,45.72,0.0,21.58,0.02061,0.0,0.0,0.0,0.0,380.4,80.73,22.14498,0.0,0.0,734.2,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.506
2647442,"Cheese, queso fresco, solid",297.608,100.0,0.0,0.0,601.8,2.9572,76.09,0.0,0.0,0.0,4.964,0.0,13.95,0.0,0.0,0.0,0.0,0.0,79.89,0.0,27.64,0.0,0.0,0.0,0.0,0.0,389.8,126.4,18.8848,0.0,0.0,626.5,0.0,0.0,0.0,0.0,23.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.908
2647443,"Cheese, cotija, solid",351.4,100.0,0.0,0.0,699.6,2.72432,89.26,0.0,0.0,0.0,5.931,0.0,15.89,0.0,0.0,0.0,0.0,0.0,64.75,0.0,29.9,0.01704,0.0,0.0,0.0,0.0,485.5,116.7,23.83568,0.0,0.0,1625.0,0.0,0.0,0.0,0.0,27.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.597
2684440,"Fish, salmon, sockeye, wild caught, raw",129.984,100.0,0.0,0.0,14.84,-0.91,59.3,0.0,0.0,0.0616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38,0.4024,26.15,0.0,0.0,0.0,0.0,0.0,226.3,329.7,22.3,0.0,30.2,53.3,0.0,0.0,0.0,0.0,4.936,0.0,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4246
2684441,"Fish, salmon, Atlantic, farm raised, raw",197.294,100.0,0.0,0.0,9.423,-0.49275,62.11,0.0,0.0,0.02469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242,0.2588,25.39,0.0,0.0,0.0,0.0,0.0,230.3,378.2,20.31875,0.0,22.8,49.49,0.0,0.0,0.0,0.0,13.11,0.0,5.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394
2684442,"Fish, tilapia, farm raised, raw",94.659,100.0,0.0,0.0,8.628,-0.913,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.145,0.0,24.28,0.005325,0.0,0.0,0.0,0.0,159.4,342.4,19.0,0.0,20.51,93.66,0.0,0.0,0.0,0.0,2.479,0.0,0.7594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995
2684443,"Crustaceans, shrimp, farm raised, raw",71.4265,100.0,0.0,0.0,64.63,0.48495,136.0,0.0,0.0,0.2084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.5223,22.53,0.02866,0.0,0.0,0.0,0.0,190.6,145.9,15.56875,0.0,19.48,474.9,0.0,0.0,0.0,0.0,0.8013,0.0,0.9963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368
2684444,"Fish, cod, Atlantic, wild caught, raw",65.9855,100.0,0.0,0.0,6.59,-1.07425,47.44,0.0,0.0,0.003963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7,0.065,17.98,0.0,0.0,0.0,0.0,0.0,224.1,245.1,16.06875,0.0,22.79,298.8,0.0,0.0,0.0,0.0,0.6675,0.0,1.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3051
2684445,"Fish, catfish, farm raised, raw",129.1124,100.0,0.0,0.0,7.796,-0.63365,65.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,20.63,0.00165,0.0,0.0,0.0,0.0,166.2,292.3,16.46875,0.0,9.281,60.51,0.0,0.0,0.0,0.0,7.308,0.0,2.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4749
2684446,"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",80.9935,100.0,0.0,0.0,110.9,-0.2185,113.5,0.0,0.0,1.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.48,0.6319,43.08,0.1478,0.0,0.0,0.0,0.0,278.5,234.8,18.65,0.0,45.79,331.3,0.0,0.0,0.0,0.0,0.8075,0.0,3.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.478
2685568,"Squash, summer, green, zucchini, includes skin, raw",0.0,100.0,0.0,0.0,20.85,0.0,0.0,0.0,0.0,0.06384,0.0,0.0,0.0,0.0,0.0,0.0,0.7525,0.0,0.0,0.1945,15.29,0.1489,0.0,0.0,0.0,0.0,32.9,225.8,0.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2605
2685569,"Squash, summer, yellow, includes skin, raw",0.0,100.0,0.0,0.0,22.69,0.0,0.0,0.0,0.0,0.06078,0.0,0.0,0.0,0.0,0.0,0.0,0.9563,0.0,0.0,0.1369,16.84,0.2398,0.0,0.0,0.0,0.0,30.74,220.5,0.890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203
2685570,"Squash, winter, butternut, raw",48.1323,100.0,0.0,0.0,21.74,10.50745,0.0,0.0,0.0,0.0733,0.0,0.0,0.0,0.0,0.0,0.0,1.959,0.0,0.0,0.2129,14.95,0.07538,0.0,0.0,0.0,0.0,26.53,329.1,1.14875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193
2685571,"Squash, winter, acorn, raw",48.5625,100.0,0.0,0.0,24.82,10.48,0.0,0.0,0.0,0.08685,0.0,0.0,0.0,0.0,0.0,0.0,2.635,0.0,0.0,0.3078,23.75,0.1871,0.0,0.0,0.0,0.0,42.04,332.1,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2935
2685572,"Cabbage, bok choy, raw",20.259,100.0,0.0,0.0,61.93,3.51495,0.0,0.0,0.0,0.02758,0.0,0.0,0.0,0.0,0.0,0.0,1.259,0.0,0.0,0.4388,13.64,0.1962,0.0,0.0,0.0,0.0,30.51,227.8,1.02375,0.0,0.0,14.27,0.0,0.0,0.0,0.0,0.2338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2738
2685573,"Cauliflower, raw",27.5923,100.0,0.0,0.0,20.35,4.723075,0.0,0.0,0.0,0.02423,0.0,0.0,0.0,0.0,0.0,0.0,1.948,0.0,0.0,0.3338,14.2,0.141,0.0,0.0,0.0,0.0,39.69,274.4,1.640625,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2344
2685574,"Collards, raw",46.894,100.0,0.0,0.0,276.4,7.02225,0.0,0.0,0.0,0.1112,0.0,0.0,0.0,0.0,0.0,0.0,3.816,0.0,0.0,0.7505,49.51,0.8716,0.0,0.0,0.0,0.0,45.01,409.8,2.96875,0.0,0.0,18.41,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4594
2685575,"Brussels sprouts, raw",59.485,100.0,0.0,0.0,38.64,9.615625,0.0,0.0,0.0,0.03843,0.0,0.0,0.0,0.0,0.0,0.0,4.785,0.0,0.0,0.7305,25.0,0.24,0.0,0.0,0.0,0.0,78.54,476.8,3.984375,0.0,0.0,25.74,0.0,0.0,0.0,0.0,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663
2685576,"Beets, raw",44.6205,100.0,0.0,0.0,13.82,8.787,0.0,0.0,0.0,0.1606,0.0,0.0,0.0,0.0,0.0,0.0,3.119,0.0,0.0,0.4281,21.01,0.2571,0.0,0.0,0.0,0.0,33.65,341.5,1.6875,0.0,0.0,111.6,0.0,5.1015,0.0,0.0,0.3025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3104
2685577,"Eggplant, raw",26.0848,100.0,0.0,0.0,11.06,5.399325,0.0,0.0,0.0,0.06078,0.0,0.0,0.0,0.0,0.0,0.0,2.448,0.0,0.0,0.0,13.54,0.1065,0.0,0.0,0.0,0.0,22.75,222.1,0.851875,0.0,0.0,0.4425,0.0,2.354,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189
2685578,"Tomatoes, whole, canned, solids and liquids, with salt added",22.4763,100.0,0.0,0.0,19.83,4.2874,0.0,0.0,0.0,0.05938,0.0,0.0,0.0,0.0,0.0,0.0,0.8725,0.0,0.0,0.9291,10.75,0.07515,0.0,0.0,0.0,0.0,17.31,202.9,0.8675,0.0,0.0,111.5,0.0,2.613,0.0,0.0,0.2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198
2685579,"Tomato, sauce, canned, with salt added",34.1765,100.0,0.0,0.0,17.1,6.331625,0.0,0.0,0.0,0.08933,0.0,0.0,0.0,0.0,0.0,0.0,1.636,0.0,0.0,1.107,18.73,0.1314,0.0,0.0,0.0,0.0,29.2,355.5,1.351875,0.0,0.0,416.9,0.0,3.517,0.0,0.0,0.3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183
2685580,"Tomato, paste, canned, without salt added",104.2825,100.0,0.0,0.0,36.85,20.188125,0.0,0.0,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,4.704,0.0,0.0,3.185,49.61,0.3315,0.0,0.0,0.0,0.0,91.16,971.6,4.234375,0.0,0.0,61.15,0.0,11.693,0.0,0.0,0.7325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5113
2685581,"Tomatoes, crushed, canned",37.8755,100.0,0.0,0.0,19.2,7.137,0.0,0.0,0.0,0.1043,0.0,0.0,0.0,0.0,0.0,0.0,1.944,0.0,0.0,2.268,18.64,0.1529,0.0,0.0,0.0,0.0,32.91,345.6,1.4375,0.0,0.0,139.8,0.0,3.744,0.0,0.0,0.3975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014
